gene_symbol	gene_id	Gene.Name	Case.PTV	Ctrl.PTV	Case.mis3	Ctrl.mis3	Case.mis2	Ctrl.mis2	P.ca.co..Class.1.	P.ca.co..Class.2.	P.ca.co..comb.	De.novo.PTV	De.novo.mis3	De.novo.mis2	P.de.novo	P.meta	Q.meta	OR..PTV.	OR..Class.I.	OR..Class.II.	Case.syn	Ctrl.syn	P.ca.co..syn.	P.meta..no.gnomAD	Case.Ctrl.PTV..no.gnomAD	Case.Ctrl.mis3..no.gnomAD	Case.Ctrl.mis2..no.gnomAD	P.ca.co..Class.I...no.gnomAD	P.ca.co..Class.II...no.gnomAD	P.ca.co..comb...no.gnomAD
CCR8	ENSG00000179934	Chemokine (C-C motif) receptor 8	3	10	0	0	0	0	0.716	NA	0.716	NA	NA	NA	NA	0.716	1	1.2 (0.213<96>4.68)	1.2 (0.213<96>4.68)		8	66	0.0717	0.533	3/3	0/0	0/0	0.533	NA	0.533
CCR9	ENSG00000173585	Chemokine (C-C motif) receptor 9	1	12	0	0	0	0	0.569	NA	0.569	NA	NA	NA	NA	0.569	1	0.334 (0.00783<96>2.26)	0.334 (0.00783<96>2.26)		10	74	0.0961	1	1/4	0/0	0/0	1	NA	1
CCRL2	ENSG00000121797	Chemokine (C-C motif) receptor-like 2	2	9	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.0938<96>4.31)	0.892 (0.0938<96>4.31)		19	60	0.391	0.598	2/2	0/0	0/0	0.598	NA	0.598
CCRN4L	ENSG00000151014	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	2	10	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.0855<96>3.77)	0.803 (0.0855<96>3.77)		11	57	0.536	0.666	2/8	0/0	0/0	0.666	NA	0.666
CCS	ENSG00000173992	Copper chaperone for superoxide dismutase	5	16	0	0	0	0	0.406	NA	0.406	NA	NA	NA	NA	0.406	1	1.25 (0.359<96>3.58)	1.25 (0.359<96>3.58)		12	44	0.769	0.144	5/4	0/0	0/0	0.144	NA	0.144
CCSAP	ENSG00000154429	Centriole, cilia and spindle-associated protein	1	5	0	0	0	0	0.74	NA	0.74	NA	NA	NA	NA	0.74	1	0.803 (0.017<96>7.17)	0.803 (0.017<96>7.17)		6	33	0.555	0.55	1/3	0/0	0/0	0.55	NA	0.55
CCSER1	ENSG00000184305	Coiled-coil serine-rich protein 1	9	13	0	0	0	0	0.0407	NA	0.0407	NA	NA	NA	NA	0.0407	0.952	2.78 (1.05<96>7.03)	2.78 (1.05<96>7.03)		21	88	1	0.0831	9/6	0/0	0/0	0.0831	NA	0.0831
CCSER2	ENSG00000107771	Coiled-coil serine-rich protein 2	3	8	0	0	0	0	0.535	NA	0.535	NA	NA	NA	NA	0.535	1	1.51 (0.257<96>6.27)	1.51 (0.257<96>6.27)		30	133	0.689	0.73	3/5	0/0	0/0	0.73	NA	0.73
CCT2	ENSG00000166226	Chaperonin containing TCP1, subunit 2 (beta)	2	4	0	0	0	0	0.624	NA	0.624	NA	NA	NA	NA	0.624	1	2.01 (0.182<96>14)	2.01 (0.182<96>14)		27	90	0.395	0.757	2/3	0/0	0/0	0.757	NA	0.757
CCT3	ENSG00000163468	Chaperonin containing TCP1, subunit 3 (gamma)	6	3	0	0	0	0	0.0297	NA	0.0297	NA	NA	NA	NA	0.0297	0.895	8.03 (1.71<96>49.7)	8.03 (1.71<96>49.7)		22	94	0.941	0.0265	6/2	0/0	0/0	0.0265	NA	0.0265
CCT4	ENSG00000115484	Chaperonin containing TCP1, subunit 4 (delta)	0	2	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>21.4)	0 (0<96>21.4)		20	98	0.471	1	0/1	0/0	0/0	1	NA	1
CCT5	ENSG00000150753	Chaperonin containing TCP1, subunit 5 (epsilon)	0	5	0	0	0	0	0.599	NA	0.599	NA	NA	NA	NA	0.599	1	0 (0<96>4.38)	0 (0<96>4.38)		34	98	0.134	0.556	0/3	0/0	0/0	0.556	NA	0.556
CCT6A	ENSG00000146731	Chaperonin containing TCP1, subunit 6A (zeta 1)	3	11	0	0	2	10	0.287	1	0.287	NA	NA	NA	NA	0.287	1	1.09 (0.196<96>4.14)	1.09 (0.196<96>4.14)	0.803 (0.0855<96>3.77)	24	78	0.489	0.41	3/4	0/0	2/8	0.41	0.537	0.41
CCT6B	ENSG00000132141	Chaperonin containing TCP1, subunit 6B (zeta 2)	4	32	0	0	0	0	0.112	NA	0.112	NA	NA	NA	NA	0.112	1	0.502 (0.129<96>1.41)	0.502 (0.129<96>1.41)		22	75	0.648	0.319	4/15	0/0	0/0	0.319	NA	0.319
CCT7	ENSG00000135624	Chaperonin containing TCP1, subunit 7 (eta)	0	3	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>9.71)	0 (0<96>9.71)		23	117	0.313	1	0/1	0/0	0/0	1	NA	1
CCT8	ENSG00000156261	Chaperonin containing TCP1, subunit 8 (theta)	0	5	0	0	0	0	0.564	NA	0.564	NA	NA	NA	NA	0.564	1	0 (0<96>4.38)	0 (0<96>4.38)		13	68	0.454	1	0/2	0/0	0/0	1	NA	1
CCT8L2	ENSG00000198445	Chaperonin containing TCP1, subunit 8 (theta)-like 2	4	15	0	0	0	0	0.754	NA	0.754	NA	NA	NA	NA	0.754	1	1.07 (0.259<96>3.36)	1.07 (0.259<96>3.36)		23	104	0.656	0.742	4/6	0/0	0/0	0.742	NA	0.742
CCZ1	ENSG00000122674	CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae)	4	21	0	0	0	0	0.977	NA	0.977	NA	NA	NA	NA	0.977	1	0.764 (0.191<96>2.27)	0.764 (0.191<96>2.27)		8	33	1	1	4/10	0/0	0/0	1	NA	1
CCZ1B	ENSG00000146574	CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae)	1	17	0	0	0	0	0.219	NA	0.219	NA	NA	NA	NA	0.219	1	0.236 (0.00565<96>1.51)	0.236 (0.00565<96>1.51)		5	21	1	0.179	1/9	0/0	0/0	0.179	NA	0.179
CD101	ENSG00000134256	CD101 molecule	23	63	0	0	0	0	0.143	NA	0.143	NA	NA	NA	NA	0.143	1	1.47 (0.867<96>2.4)	1.47 (0.867<96>2.4)		49	162	0.234	0.0316	23/22	0/0	0/0	0.0316	NA	0.0316
CD109	ENSG00000156535	CD109 molecule	22	90	0	0	0	0	0.585	NA	0.585	NA	NA	NA	NA	0.585	1	0.981 (0.586<96>1.58)	0.981 (0.586<96>1.58)		42	202	0.347	0.562	22/44	0/0	0/0	0.562	NA	0.562
CD14	ENSG00000170458	CD14 molecule	5	17	0	0	0	0	0.786	NA	0.786	NA	NA	NA	NA	0.786	1	1.18 (0.34<96>3.33)	1.18 (0.34<96>3.33)		13	86	0.0874	0.341	5/6	0/0	0/0	0.341	NA	0.341
CD151	ENSG00000177697	CD151 molecule (Raph blood group)	4	22	0	0	0	0	0.905	NA	0.905	NA	NA	NA	NA	0.905	1	0.73 (0.183<96>2.15)	0.73 (0.183<96>2.15)		12	74	0.187	0.24	4/5	0/0	0/0	0.24	NA	0.24
CD160	ENSG00000117281	CD160 molecule	2	11	0	0	0	0	0.787	NA	0.787	NA	NA	NA	NA	0.787	1	0.73 (0.0786<96>3.34)	0.73 (0.0786<96>3.34)		7	35	0.689	0.812	2/5	0/0	0/0	0.812	NA	0.812
CD163	ENSG00000177575	CD163 molecule	8	31	0	0	0	0	0.593	NA	0.593	NA	NA	NA	NA	0.593	1	1.04 (0.411<96>2.3)	1.04 (0.411<96>2.3)		34	189	0.0807	0.673	8/12	0/0	0/0	0.673	NA	0.673
CD163L1	ENSG00000177675	CD163 molecule-like 1	12	74	0	0	0	0	0.115	NA	0.115	NA	NA	NA	NA	0.115	1	0.651 (0.322<96>1.21)	0.651 (0.322<96>1.21)		66	229	0.38	0.29	12/36	0/0	0/0	0.29	NA	0.29
CD164	ENSG00000135535	CD164 molecule, sialomucin	0	3	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>9.71)	0 (0<96>9.71)		5	32	0.434	1	0/2	0/0	0/0	1	NA	1
CD164L2	ENSG00000174950	CD164 sialomucin-like 2	1	6	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.669 (0.0145<96>5.51)	0.669 (0.0145<96>5.51)		4	14	0.78	1	1/4	0/0	0/0	1	NA	1
CD180	ENSG00000134061	CD180 molecule	8	28	0	0	0	0	0.68	NA	0.68	NA	NA	NA	NA	0.68	1	1.15 (0.452<96>2.58)	1.15 (0.452<96>2.58)		21	123	0.102	0.454	8/12	0/0	0/0	0.454	NA	0.454
CD19	ENSG00000177455	CD19 molecule	3	10	0	0	0	0	0.882	NA	0.882	NA	NA	NA	NA	0.882	1	1.2 (0.213<96>4.68)	1.2 (0.213<96>4.68)		27	95	0.747	0.821	3/9	0/0	0/0	0.821	NA	0.821
CD1A	ENSG00000158477	CD1a molecule	7	36	0	0	0	0	0.868	NA	0.868	NA	NA	NA	NA	0.868	1	0.78 (0.293<96>1.78)	0.78 (0.293<96>1.78)		25	64	0.216	1	7/14	0/0	0/0	1	NA	1
CD1B	ENSG00000158485	CD1b molecule	3	27	0	0	0	0	0.146	NA	0.146	NA	NA	NA	NA	0.146	1	0.446 (0.0866<96>1.45)	0.446 (0.0866<96>1.45)		7	73	0.00941	0.319	3/13	0/0	0/0	0.319	NA	0.319
CD1C	ENSG00000158481	CD1c molecule	4	20	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.199<96>2.4)	0.803 (0.199<96>2.4)		21	57	0.25	0.919	4/11	0/0	0/0	0.919	NA	0.919
CD1D	ENSG00000158473	CD1d molecule	2	25	0	0	0	0	0.149	NA	0.149	NA	NA	NA	NA	0.149	1	0.321 (0.0369<96>1.29)	0.321 (0.0369<96>1.29)		12	67	0.301	0.0643	2/15	0/0	0/0	0.0643	NA	0.0643
CD1E	ENSG00000158488	CD1e molecule	6	21	0	0	0	0	0.682	NA	0.682	NA	NA	NA	NA	0.682	1	1.15 (0.379<96>2.94)	1.15 (0.379<96>2.94)		19	77	1	0.836	6/12	0/0	0/0	0.836	NA	0.836
CD2	ENSG00000116824	CD2 molecule	2	9	0	0	0	0	0.59	NA	0.59	NA	NA	NA	NA	0.59	1	0.892 (0.0938<96>4.31)	0.892 (0.0938<96>4.31)		20	77	0.897	0.488	2/3	0/0	0/0	0.488	NA	0.488
CD200	ENSG00000091972	CD200 molecule	3	9	0	0	0	0	0.134	NA	0.134	NA	NA	NA	NA	0.134	1	1.34 (0.233<96>5.36)	1.34 (0.233<96>5.36)		12	40	0.587	0.137	3/5	0/0	0/0	0.137	NA	0.137
CD200R1	ENSG00000163606	CD200 receptor 1	8	32	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.399<96>2.22)	1 (0.399<96>2.22)		17	48	0.249	0.429	8/10	0/0	0/0	0.429	NA	0.429
CD200R1L	ENSG00000206531	CD200 receptor 1-like	0	15	0	0	0	0	0.122	NA	0.122	NA	NA	NA	NA	0.122	1	0 (0<96>1.12)	0 (0<96>1.12)		20	57	0.372	0.0954	0/7	0/0	0/0	0.0954	NA	0.0954
CD207	ENSG00000116031	CD207 molecule, langerin	10	21	0	0	0	0	0.188	NA	0.188	NA	NA	NA	NA	0.188	1	1.91 (0.804<96>4.24)	1.91 (0.804<96>4.24)		15	66	0.908	0.129	10/7	0/0	0/0	0.129	NA	0.129
CD209	ENSG00000090659	CD209 molecule	8	20	0	0	0	0	0.207	NA	0.207	NA	NA	NA	NA	0.207	1	1.61 (0.612<96>3.81)	1.61 (0.612<96>3.81)		17	65	0.882	0.462	8/11	0/0	0/0	0.462	NA	0.462
CD22	ENSG00000012124	CD22 molecule	1	21	0	0	0	0	0.166	NA	0.166	NA	NA	NA	NA	0.166	1	0.191 (0.00462<96>1.19)	0.191 (0.00462<96>1.19)		34	178	0.15	0.108	1/11	0/0	0/0	0.108	NA	0.108
CD226	ENSG00000150637	CD226 molecule	2	15	0	0	0	0	0.532	NA	0.532	NA	NA	NA	NA	0.532	1	0.535 (0.0594<96>2.3)	0.535 (0.0594<96>2.3)		9	48	0.492	0.244	2/11	0/0	0/0	0.244	NA	0.244
CD244	ENSG00000122223	CD244 molecule, natural killer cell receptor 2B4	3	13	0	0	0	0	0.765	NA	0.765	NA	NA	NA	NA	0.765	1	0.926 (0.169<96>3.37)	0.926 (0.169<96>3.37)		18	72	1	0.766	3/7	0/0	0/0	0.766	NA	0.766
CD247	ENSG00000198821	CD247 molecule	1	5	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.803 (0.017<96>7.17)	0.803 (0.017<96>7.17)		10	28	0.551	1	1/4	0/0	0/0	1	NA	1
CD248	ENSG00000174807	CD248 molecule, endosialin	1	9	0	0	0	0	0.696	NA	0.696	NA	NA	NA	NA	0.696	1	0.446 (0.0102<96>3.22)	0.446 (0.0102<96>3.22)		46	150	0.444	1	1/3	0/0	0/0	1	NA	1
CD27	ENSG00000139193	CD27 molecule	7	9	0	0	0	0	0.0599	NA	0.0599	NA	NA	NA	NA	0.0599	1	3.12 (0.988<96>9.42)	3.12 (0.988<96>9.42)		12	48	1	0.0869	7/4	0/0	0/0	0.0869	NA	0.0869
CD274	ENSG00000120217	CD274 molecule	1	6	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.669 (0.0145<96>5.51)	0.669 (0.0145<96>5.51)		14	60	1	1	1/2	0/0	0/0	1	NA	1
CD276	ENSG00000103855	CD276 molecule	12	35	0	0	0	0	0.372	NA	0.372	NA	NA	NA	NA	0.372	1	1.38 (0.65<96>2.72)	1.38 (0.65<96>2.72)		38	162	0.802	1	12/25	0/0	0/0	1	NA	1
CD28	ENSG00000178562	CD28 molecule	3	3	0	0	0	0	0.0653	NA	0.0653	NA	NA	NA	NA	0.0653	1	4.01 (0.538<96>30)	4.01 (0.538<96>30)		15	51	0.536	0.347	3/2	0/0	0/0	0.347	NA	0.347
CD2AP	ENSG00000198087	CD2-associated protein	8	31	0	0	0	0	0.555	NA	0.555	NA	NA	NA	NA	0.555	1	1.04 (0.411<96>2.3)	1.04 (0.411<96>2.3)		26	98	0.726	0.442	8/13	0/0	0/0	0.442	NA	0.442
CD2BP2	ENSG00000169217	CD2 (cytoplasmic tail) binding protein 2	7	25	0	0	0	0	0.849	NA	0.849	NA	NA	NA	NA	0.849	1	1.12 (0.41<96>2.67)	1.12 (0.41<96>2.67)		18	102	0.211	0.482	7/10	0/0	0/0	0.482	NA	0.482
CD300A	ENSG00000167851	CD300a molecule	3	11	0	0	0	0	0.829	NA	0.829	NA	NA	NA	NA	0.829	1	1.09 (0.196<96>4.14)	1.09 (0.196<96>4.14)		9	76	0.0235	0.423	3/2	0/0	0/0	0.423	NA	0.423
CD300C	ENSG00000167850	CD300c molecule	3	9	0	0	0	0	0.36	NA	0.36	NA	NA	NA	NA	0.36	1	1.34 (0.233<96>5.36)	1.34 (0.233<96>5.36)		10	40	1	0.673	3/5	0/0	0/0	0.673	NA	0.673
CD300E	ENSG00000186407	CD300e molecule	2	5	0	0	0	0	0.488	NA	0.488	NA	NA	NA	NA	0.488	1	1.61 (0.153<96>9.81)	1.61 (0.153<96>9.81)		6	37	0.489	0.674	2/3	0/0	0/0	0.674	NA	0.674
CD300LB	ENSG00000178789	CD300 molecule-like family member b	3	5	0	0	0	0	0.137	NA	0.137	NA	NA	NA	NA	0.137	1	2.41 (0.374<96>12.4)	2.41 (0.374<96>12.4)		11	31	0.384	0.347	3/2	0/0	0/0	0.347	NA	0.347
CD300LD	ENSG00000204345	CD300 molecule-like family member d	2	5	0	0	0	0	0.717	NA	0.717	NA	NA	NA	NA	0.717	1	1.61 (0.153<96>9.81)	1.61 (0.153<96>9.81)		3	44	0.0147	0.321	2/1	0/0	0/0	0.321	NA	0.321
CD300LF	ENSG00000186074	CD300 molecule-like family member f	0	12	0	0	0	0	0.159	NA	0.159	NA	NA	NA	NA	0.159	1	0 (0<96>1.44)	0 (0<96>1.44)		11	50	0.878	0.714	0/3	0/0	0/0	0.714	NA	0.714
CD300LG	ENSG00000161649	CD300 molecule-like family member g	6	24	0	0	0	0	0.196	NA	0.196	NA	NA	NA	NA	0.196	1	1 (0.335<96>2.52)	1 (0.335<96>2.52)		19	71	0.804	0.309	6/14	0/0	0/0	0.309	NA	0.309
CD302	ENSG00000241399	CD302 molecule	8	23	0	0	0	0	0.585	NA	0.585	NA	NA	NA	NA	0.585	1	1.4 (0.54<96>3.23)	1.4 (0.54<96>3.23)		5	31	0.52	0.578	8/13	0/0	0/0	0.578	NA	0.578
CD320	ENSG00000167775	CD320 molecule	5	14	0	0	0	0	0.664	NA	0.664	NA	NA	NA	NA	0.664	1	1.43 (0.404<96>4.21)	1.43 (0.404<96>4.21)		13	43	0.587	0.329	5/6	0/0	0/0	0.329	NA	0.329
CD33	ENSG00000105383	CD33 molecule	3	12	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.182<96>3.72)	1 (0.182<96>3.72)		18	58	0.385	1	3/6	0/0	0/0	1	NA	1
CD34	ENSG00000174059	CD34 molecule	6	19	0	0	0	0	0.717	NA	0.717	NA	NA	NA	NA	0.717	1	1.27 (0.414<96>3.3)	1.27 (0.414<96>3.3)		18	68	0.801	0.884	6/10	0/0	0/0	0.884	NA	0.884
CD36	ENSG00000135218	CD36 molecule (thrombospondin receptor)	36	136	0	0	0	0	0.947	NA	0.947	NA	NA	NA	NA	0.947	1	1.06 (0.714<96>1.54)	1.06 (0.714<96>1.54)		20	77	0.905	0.752	36/56	0/0	0/0	0.752	NA	0.752
CD37	ENSG00000104894	CD37 molecule	2	19	0	0	0	0	0.399	NA	0.399	NA	NA	NA	NA	0.399	1	0.422 (0.0477<96>1.75)	0.422 (0.0477<96>1.75)		14	62	0.888	0.238	2/11	0/0	0/0	0.238	NA	0.238
CD38	ENSG00000004468	CD38 molecule	7	27	0	0	0	0	0.958	NA	0.958	NA	NA	NA	NA	0.958	1	1.04 (0.383<96>2.45)	1.04 (0.383<96>2.45)		12	34	0.523	0.891	7/13	0/0	0/0	0.891	NA	0.891
CD3D	ENSG00000167286	CD3d molecule, delta (CD3-TCR complex)	1	10	0	0	0	0	0.825	NA	0.825	NA	NA	NA	NA	0.825	1	0.401 (0.00925<96>2.82)	0.401 (0.00925<96>2.82)		3	21	0.59	1	1/4	0/0	0/0	1	NA	1
CD3E	ENSG00000198851	CD3e molecule, epsilon (CD3-TCR complex)	2	12	0	0	0	0	0.244	NA	0.244	NA	NA	NA	NA	0.244	1	0.669 (0.0727<96>3)	0.669 (0.0727<96>3)		8	26	0.652	0.249	2/7	0/0	0/0	0.249	NA	0.249
CD3EAP	ENSG00000117877	CD3e molecule, epsilon associated protein	12	21	0	0	0	0	0.0315	NA	0.0315	NA	NA	NA	NA	0.0315	0.903	2.29 (1.03<96>4.88)	2.29 (1.03<96>4.88)		30	94	0.264	0.0112	12/7	0/0	0/0	0.0112	NA	0.0112
CD3G	ENSG00000160654	CD3g molecule, gamma (CD3-TCR complex)	0	5	0	0	0	0	0.706	NA	0.706	NA	NA	NA	NA	0.706	1	0 (0<96>4.38)	0 (0<96>4.38)		0	46	9.92e-5	0.622	0/3	0/0	0/0	0.622	NA	0.622
CD4	ENSG00000010610	CD4 molecule	5	16	0	0	0	0	0.428	NA	0.428	NA	NA	NA	NA	0.428	1	1.25 (0.359<96>3.58)	1.25 (0.359<96>3.58)		19	73	0.9	0.203	5/5	0/0	0/0	0.203	NA	0.203
CD40	ENSG00000101017	CD40 molecule, TNF receptor superfamily member 5	1	0	0	0	0	0	0.39	NA	0.39	NA	NA	NA	NA	0.39	1	Inf (0.103<96>Inf)	Inf (0.103<96>Inf)		9	44	0.715	0.395	1/0	0/0	0/0	0.395	NA	0.395
CD44	ENSG00000026508	CD44 molecule (Indian blood group)	6	21	0	0	0	5	0.912	0.591	0.912	NA	NA	NA	NA	0.912	1	1.15 (0.379<96>2.94)	1.15 (0.379<96>2.94)	0 (0<96>4.38)	38	108	0.0615	0.921	6/11	0/0	0/2	0.921	1	0.921
CD46	ENSG00000117335	CD46 molecule, complement regulatory protein	6	24	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.335<96>2.52)	1 (0.335<96>2.52)		18	39	0.0352	1	6/12	0/0	0/0	1	NA	1
CD47	ENSG00000196776	CD47 molecule	0	2	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>21.4)	0 (0<96>21.4)		11	38	0.569	1	0/1	0/0	0/0	1	NA	1
CD48	ENSG00000117091	CD48 molecule	0	15	0	0	0	0	0.0598	NA	0.0598	NA	NA	NA	NA	0.0598	1	0 (0<96>1.12)	0 (0<96>1.12)		7	38	0.673	0.167	0/5	0/0	0/0	0.167	NA	0.167
CD5	ENSG00000110448	CD5 molecule	6	23	0	0	0	0	0.892	NA	0.892	NA	NA	NA	NA	0.892	1	1.05 (0.349<96>2.65)	1.05 (0.349<96>2.65)		19	101	0.392	0.721	6/9	0/0	0/0	0.721	NA	0.721
CD52	ENSG00000169442	CD52 molecule	0	1	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>156)	0 (0<96>156)		3	6	0.515	1	0/1	0/0	0/0	1	NA	1
CD53	ENSG00000143119	CD53 molecule	6	16	0	0	0	0	0.432	NA	0.432	NA	NA	NA	NA	0.432	1	1.51 (0.482<96>4.05)	1.51 (0.482<96>4.05)		12	46	0.872	0.269	6/6	0/0	0/0	0.269	NA	0.269
CD55	ENSG00000196352	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	4	25	0	0	0	0	0.717	NA	0.717	NA	NA	NA	NA	0.717	1	0.642 (0.162<96>1.86)	0.642 (0.162<96>1.86)		18	59	0.466	0.597	4/12	0/0	0/0	0.597	NA	0.597
CD58	ENSG00000116815	CD58 molecule	1	2	0	0	0	0	0.71	NA	0.71	NA	NA	NA	NA	0.71	1	2.01 (0.034<96>38.5)	2.01 (0.034<96>38.5)		6	31	0.659	1	1/2	0/0	0/0	1	NA	1
CD59	ENSG00000085063	CD59 molecule, complement regulatory protein	2	5	0	0	0	0	0.802	NA	0.802	NA	NA	NA	NA	0.802	1	1.61 (0.153<96>9.81)	1.61 (0.153<96>9.81)		2	26	0.0807	0.385	2/1	0/0	0/0	0.385	NA	0.385
CD5L	ENSG00000073754	CD5 molecule-like	6	37	0	0	0	0	0.536	NA	0.536	NA	NA	NA	NA	0.536	1	0.651 (0.224<96>1.56)	0.651 (0.224<96>1.56)		10	85	0.0472	0.802	6/11	0/0	0/0	0.802	NA	0.802
CD6	ENSG00000013725	CD6 molecule	3	13	0	0	8	20	1	0.243	0.776	NA	NA	NA	NA	0.776	1	0.926 (0.169<96>3.37)	0.926 (0.169<96>3.37)	1.61 (0.612<96>3.81)	19	70	0.686	0.545	3/5	0/0	8/8	0.739	0.249	0.545
CD63	ENSG00000135404	CD63 molecule	3	5	0	0	0	0	0.241	NA	0.241	NA	NA	NA	NA	0.241	1	2.41 (0.374<96>12.4)	2.41 (0.374<96>12.4)		9	36	1	0.346	3/2	0/0	0/0	0.346	NA	0.346
CD68	ENSG00000129226	CD68 molecule	6	14	0	0	0	0	0.25	NA	0.25	NA	NA	NA	NA	0.25	1	1.72 (0.542<96>4.77)	1.72 (0.542<96>4.77)		26	71	0.144	0.282	6/7	0/0	0/0	0.282	NA	0.282
CD69	ENSG00000110848	CD69 molecule	2	9	0	0	0	0	0.709	NA	0.709	NA	NA	NA	NA	0.709	1	0.892 (0.0938<96>4.31)	0.892 (0.0938<96>4.31)		8	30	0.831	0.693	2/3	0/0	0/0	0.693	NA	0.693
CD7	ENSG00000173762	CD7 molecule	0	7	0	0	0	0	0.41	NA	0.41	NA	NA	NA	NA	0.41	1	0 (0<96>2.78)	0 (0<96>2.78)		12	54	0.877	0.147	0/5	0/0	0/0	0.147	NA	0.147
CD70	ENSG00000125726	CD70 molecule	2	9	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.0938<96>4.31)	0.892 (0.0938<96>4.31)		9	26	0.358	0.802	2/5	0/0	0/0	0.802	NA	0.802
CD72	ENSG00000137101	CD72 molecule	1	12	0	0	0	0	0.472	NA	0.472	NA	NA	NA	NA	0.472	1	0.334 (0.00783<96>2.26)	0.334 (0.00783<96>2.26)		16	64	1	1	1/4	0/0	0/0	1	NA	1
CD74	ENSG00000019582	CD74 molecule, major histocompatibility complex, class II invariant chain	0	1	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>156)	0 (0<96>156)		10	59	0.276	1	0/1	0/0	0/0	1	NA	1
CD79A	ENSG00000105369	CD79a molecule, immunoglobulin-associated alpha	2	9	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.0938<96>4.31)	0.892 (0.0938<96>4.31)		10	36	0.791	1	2/6	0/0	0/0	1	NA	1
CD79B	ENSG00000007312	CD79b molecule, immunoglobulin-associated beta	2	1	0	0	0	0	0.241	NA	0.241	NA	NA	NA	NA	0.241	1	8.03 (0.418<96>472)	8.03 (0.418<96>472)		16	66	1	0.303	2/1	0/0	0/0	0.303	NA	0.303
CD80	ENSG00000121594	CD80 molecule	4	5	0	0	0	0	0.0216	NA	0.0216	NA	NA	NA	NA	0.0216	0.83	3.21 (0.637<96>14.9)	3.21 (0.637<96>14.9)		14	38	0.24	0.0258	4/0	0/0	0/0	0.0258	NA	0.0258
CD81	ENSG00000110651	CD81 molecule	1	3	0	0	0	2	0.735	1	0.735	NA	NA	NA	NA	0.735	1	1.34 (0.0255<96>16.7)	1.34 (0.0255<96>16.7)	0 (0<96>21.4)	17	55	0.445	1	1/2	0/0	0/1	1	1	1
CD82	ENSG00000085117	CD82 molecule	5	16	0	0	0	0	0.647	NA	0.647	NA	NA	NA	NA	0.647	1	1.51 (0.482<96>4.05)	1.51 (0.482<96>4.05)		16	52	0.456	0.577	5/7	0/0	0/0	0.577	NA	0.577
CD83	ENSG00000112149	CD83 molecule	6	14	0	0	0	0	0.238	NA	0.238	NA	NA	NA	NA	0.238	1	1.72 (0.542<96>4.77)	1.72 (0.542<96>4.77)		7	29	1	0.222	6/6	0/0	0/0	0.222	NA	0.222
CD84	ENSG00000066294	CD84 molecule	5	14	0	0	0	0	0.378	NA	0.378	NA	NA	NA	NA	0.378	1	1.43 (0.404<96>4.21)	1.43 (0.404<96>4.21)		18	71	0.903	0.383	5/7	0/0	0/0	0.383	NA	0.383
CD86	ENSG00000114013	CD86 molecule	1	1	0	0	0	0	0.241	NA	0.241	NA	NA	NA	NA	0.241	1	4.01 (0.0511<96>314)	4.01 (0.0511<96>314)		10	46	0.885	0.529	1/1	0/0	0/0	0.529	NA	0.529
CD8A	ENSG00000153563	CD8a molecule	5	15	0	0	3	1	0.718	0.0101	0.328	NA	NA	NA	NA	0.328	1	1.34 (0.38<96>3.87)	1.34 (0.38<96>3.87)	12 (0.967<96>630)	9	40	1	0.388	5/9	0/0	3/0	0.733	0.0294	0.388
CD8B	ENSG00000172116	CD8b molecule	0	8	0	0	0	0	0.506	NA	0.506	NA	NA	NA	NA	0.506	1	0 (0<96>2.35)	0 (0<96>2.35)		6	28	1	0.557	0/3	0/0	0/0	0.557	NA	0.557
CD9	ENSG00000010278	CD9 molecule	4	5	0	0	0	0	0.118	NA	0.118	NA	NA	NA	NA	0.118	1	3.21 (0.637<96>14.9)	3.21 (0.637<96>14.9)		8	39	0.709	0.252	4/4	0/0	0/0	0.252	NA	0.252
